RUN_ID,BioProject,NCBI_SRA,NCBI_assembly_accession,Bakta_Annotation,PRAM_strain_ID,Alternative_ID,Assembly_contigs_num,Assembly_length_bp,Assembly_N50,Assembly_QC_pass,original_collection,year_of_isolation,date_of_isolation,latitude_of_isolation,longitude_of_isolation,elevation,global_region_of_isolation,country_of_isolation,area_or_nearest_village,agroecological_zone,preceding_crop_common_name,material_of_isolation,tissue_of_isolation,Clade_of_isolation,order_of_isolation,host_genus_of_isolation,host_spp_of_isolation,host_spp_or_variety_of_isolation,host_common_name,plotting_categories,host_phenotype_of_isolation,notes,assigned_phylotype,phylotype_reassigned_by_tree,assigned_sequevar,discrepancies_to_prior_phylotype
FJAT15244.F50,PRJNA622642,,GCA_013306655.1,,,,2,5923260,3789233,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15249.F1,PRJNA622642,,GCA_013306575.1,,,,2,6059768,3984112,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15249.F50,PRJNA622642,,GCA_013306545.1,,,,2,6059865,3984230,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15252.F1,PRJNA622642,,GCA_013306515.1,,,,2,6059726,3984186,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT15252.F50,PRJNA622642,,GCA_013306495.1,,,,2,6059925,3984237,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15304.F1,PRJNA622642,,GCA_013306455.1,,,,2,5723316,3669425,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT15304.F50,PRJNA622642,,GCA_013306475.1,,,,2,5723320,3669429,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15304.F6,PRJNA622642,,GCA_013306435.1,,,,2,5723322,3669431,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15340.F1,PRJNA622642,,GCA_013306415.1,,,,2,5723319,3669428,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT15340.F50,PRJNA622642,,GCA_013306375.1,,,,2,5723320,3669429,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15340.F6,PRJNA622642,,GCA_013306395.1,,,,2,5723317,3669421,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15353.F1,PRJNA622642,,GCA_013306355.1,,,,2,5829364,3854510,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT15353.F50,PRJNA622642,,GCA_013306335.1,,,,2,5830473,3854510,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT15353.F8,PRJNA622642,,GCA_013306315.1,,,,2,5830165,3854515,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT442.F1,PRJNA622642,,GCA_013306295.1,,,,2,5684467,3703016,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT442.F50,PRJNA622642,,GCA_013306275.1,,,,2,5684469,3703018,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT445.F1,PRJNA622642,,GCA_013306255.1,,,,2,5684739,3702664,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT445.F50,PRJNA622642,,GCA_013306235.1,,,,2,5684148,3702722,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT448.F1,PRJNA622642,,GCA_013306205.1,,,,2,6018767,3944010,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT448.F50,PRJNA622642,,GCA_013306155.1,,,,2,6018311,3943689,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT454.F1,PRJNA622642,,GCA_013306095.1,,,,2,6018842,3944010,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
FJAT454.F50-1,PRJNA622642,,GCA_014490805.1,,,,2,6016097,3941499,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FJAT91-F1,PRJNA640736,,GCA_013375715.1,,,,2,5874106,3873221,yes,,2019,,,,,Asia,China,,,,,,,,,,,,,,,,I,,unknown
FJAT91-F8,PRJNA640744,,GCA_013375735.1,,,,2,5873883,3873088,yes,,2019,,,,,Asia,China,,,,,,,,,,,,,,,,I,,unknown
FJAT91.F50,PRJNA622642,,GCA_013306015.1,,,,2,5874107,3873222,yes,,2019,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
FQY_4,PRJNA182081,,GCA_000348545.1,,,,2,5805250,3715422,yes,,,,,,,Asia,China,,,,,,,,,,,,,,,I,I,,match
GEO_230,PRJNA419114,,GCA_002894795.1,,,,125,4816124,99898,yes,,2013,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
GEO_304,PRJNA419261,,GCA_002894775.1,,,,110,5117074,100162,yes,,2013,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
GEO_57,PRJNA378704,,GCA_002029885.1,,,,145,5189849,101336,yes,,2014,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
GEO_6,PRJNA419122,,GCA_002894765.1,,,,123,5163400,93013,yes,,2011,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
GEO_81,PRJNA419125,,GCA_002894785.1,,,,135,5063526,91574,yes,,2014,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
GEO_96,PRJNA378704,,GCA_002029895.1,,,,129,5192440,101078,yes,,2015,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,IIB,IIB,,match
GEO_99,PRJNA378704,,GCA_002029865.1,,,,147,5214846,83870,yes,,2015,,,,,Asia,Georgia,,,,,,Eudicot,Solanales,Capsicum,Capsicum annuum,,,Other Solanaceae,,,IIB,IIB,,match
Gg01,PRJNA616449,,GCA_023130765.1,,,,184,5821865,80844,yes,,2016,,,,,Asia,China,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,I,I,,match
Gj707,PRJNA857834,,GCA_025859615.1,,,,2,5932898,3867619,yes,,1997,,,,,Asia,South Korea,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,I,,unknown
GMI1000,PRJNA13,,GCA_000009125.1,,,,2,5810922,3716413,yes,,1978,,,,,South America,French Guiana,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
GRsMep,PRJNA772165,,GCA_024460955.1,,,,10,5837336,3716413,yes,,2013,,,,,Asia,India,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
HA4-1,PRJNA392775,,GCA_003999715.1,,,,3,5981347,3890347,yes,,2010,,,,,Asia,China,,,,,,Eudicot,Fabales,Arachis,Arachis hypogaea,,,Other Rosids,,,,I,,unknown
IBSBF_2570,PRJNA430795,,GCA_003590585.2,,,,2,5722671,111312,yes,,2012,,,,,South America,Brazil,,,,,,Monocot,Zingiberales,Musa,Musa spp.,,,Musa,,,,IIA,,unknown
IBSBF_2571,PRJNA431203,,GCA_003590605.1,,,,2,5429915,3480799,yes,,2010,,,,,South America,Brazil,,,,,,Monocot,Zingiberales,Musa,Musa spp.,,,Musa,,,,IIB,,unknown
IBSBF1503,PRJNA297402,,GCA_001587155.1,,,,2,5530249,3460461,yes,,1999,,,,,South America,Brazil,,,,,,Eudicot,Cucurbitales,Cucumis,Cucumis sativus,,,Cucurbits,,,IIB,IIB,,match
IBSBF2001_UW756,PRJNA775652,,GCA_023075135.1,,,,3,5953070,3740533,yes,,,,,,,South America,Brazil,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,IIB,IIB,,match
IPO_0715,PRJNA663270,,GCA_015910755.1,,,,170,5258745,83740,yes,,1983,,,,,Asia,Bangladesh,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
IPO_0738,PRJNA663270,,GCA_015910785.1,,,,148,5260437,110620,yes,,1983,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
IPO_1752,PRJNA663270,,GCA_015911935.1,,,,159,5257900,93209,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum melongena,,,Other Solanaceae,,,,IIB,,unknown
IPO_1804,PRJNA663270,,GCA_015911895.1,,,,147,5261102,110619,yes,,1997,,,,,Europe,Netherlands,,,,,,Environmental,Environmental,Soil,Soil,,,Environmental: Soil,,,,IIB,,unknown
IPO_1805,PRJNA663270,,GCA_015911875.1,,,,148,5262388,110619,yes,,1997,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum nigrum,,,Other Solanaceae,,,,IIB,,unknown
IPO_1806,PRJNA663270,,GCA_015911905.1,,,,150,5261768,110618,yes,,1997,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum nigrum,,,Other Solanaceae,,,,IIB,,unknown
IPO_1808,PRJNA663270,,GCA_015911835.1,,,,149,5261455,110330,yes,,1997,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
IPO_1809,PRJNA663270,,GCA_015911845.1,,,,199,5278471,110620,yes,,1997,,,,,Europe,Netherlands,,,,,,Environmental,Environmental,Soil,Soil,,,Environmental: Soil,,,,IIB,,unknown
IPO_1828,PRJNA663270,,GCA_015911795.1,,,,146,5259524,110327,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
IPO_3731,PRJNA663270,,GCA_015911775.1,,,,194,5267216,75582,yes,,2015,,,,,Africa,Kenya,,,,,,Eudicot,Geraniales,Pelargonium,Pelargonium,,,Other Rosids,,,,IIB,,unknown
IPO1609_UW550,PRJNA775652,,GCA_023075825.1,,,,153,5159907,88489,yes,,2003,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
K60,PRJNA381968,,GCA_002251695.1,,,,2,5770663,3838865,yes,,1953,,,,,North America,USA,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,IIC,IIA,,match
KACC_10722,PRJNA314571,,GCA_001586135.1,,,,2,5463256,3579824,yes,,1998,,,,,Asia,South Korea,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IV,IV,,match
KACC10709,PRJNA314721,,GCA_001708525.1,,,,2,5608237,3462505,yes,,1997,,,,,Asia,South Korea,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,I,I,,match
LLRS-1,PRJNA594455,,GCA_018243215.1,,,,2,5694719,3648314,yes,,2018,,,,,Asia,China,,,,,,Eudicot,Solanales,Nicotiana,Nicotiana tabacum,,,Other Solanaceae,,,IV,IV,,match
LMG_9673,PRJNA735438,,GCA_024925465.1,,,,2,5690309,3803549,yes,,,,,,,Africa,Reunion,,,,,,,,,,,,,,,,III,,unknown
LNPV14-25_UW523,PRJNA775652,,GCA_023075835.1,,,,142,5237116,101426,yes,,1995,,,,,Europe,France,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,IIB,IIB,,match
MAFF_211471,PRJDB10588,,GCA_015097935.1,,,,2,6054028,3914648,yes,,1997,,,,,Asia,Japan,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_211472,PRJDB9507,,GCA_015698345.1,,,,2,6053933,3914553,yes,,,,,,,Asia,Japan,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_211479,PRJDB9507,,GCA_015698365.1,,,,2,5905604,3774488,yes,,,,,,,Asia,Japan,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_211491,PRJDB10588,,GCA_015098255.1,,,,2,5729370,3635021,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_241647,PRJDB10588,,GCA_015098595.1,,,,2,5898583,3820899,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_241648,PRJDB10588,,GCA_015098755.1,,,,2,5887878,3779928,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_301560,PRJDB10588,,GCA_015098475.1,,,,2,5762965,3826386,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
MAFF_311693,PRJDB9507,,GCA_015698385.1,,,,3,5869920,3680093,yes,,,,,,,Asia,Japan,,,,,,Monocot,Zingiberales,Curcuma,Curcuma aromatica,,,Other Zingiberales,,,,I,,unknown
MAFF301552_UW651,PRJNA775652,,GCA_023075435.1,,,,60,5327338,282334,yes,,,,,,,Asia,Japan,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,IV,IV,,match
MAFF301558_UW652,PRJNA775652,,GCA_023075455.1,,,,47,5491879,281954,yes,,,,,,,Asia,Japan,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IV,IV,,match
NAK_159,PRJNA663270,,GCA_015911395.1,,,,148,5260941,110330,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_161,PRJNA663270,,GCA_015911355.1,,,,151,5267686,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_162,PRJNA663270,,GCA_015911305.1,,,,165,5260298,100081,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,,IIB,,unknown
NAK_163,PRJNA663270,,GCA_015911295.1,,,,148,5268675,110619,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_164,PRJNA663270,,GCA_015911255.1,,,,148,5269170,110328,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_166,PRJNA663270,,GCA_015911275.1,,,,145,5259901,110620,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_170,PRJNA663270,,GCA_015911215.1,,,,153,5267432,110328,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_180,PRJNA663270,,GCA_015911195.1,,,,148,5267739,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_198,PRJNA663270,,GCA_015911205.1,,,,158,5262270,110328,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_199,PRJNA663270,,GCA_015911165.1,,,,146,5259705,110328,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_201,PRJNA663270,,GCA_015911155.1,,,,144,5260539,110619,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_202,PRJNA663270,,GCA_015911115.1,,,,149,5260180,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_204,PRJNA663270,,GCA_015911055.1,,,,145,5260361,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_210,PRJNA663270,,GCA_015911095.1,,,,148,5259127,101485,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_213,PRJNA663270,,GCA_015911075.1,,,,154,5260679,101485,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_214,PRJNA663270,,GCA_015911025.1,,,,147,5261352,110328,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_215,PRJNA663270,,GCA_015911065.1,,,,146,5260072,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_216,PRJNA663270,,GCA_015911015.1,,,,151,5261330,110327,yes,,,,,,,,,,,,,,Environmental,Environmental,Water,Surface water,,,Environmental: Water,,,II,IIB,,match
NAK_7,PRJNA663270,,GCA_015910965.1,,,,253,5295523,101484,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
NCPPB_1579,PRJNA663270,,GCA_015912175.1,,,,299,5844740,87340,yes,,1961,,,,,,,,,,,,Monocot,Zingiberales,Zingiber,Zingiber officinale,,,Other Zingiberales,,,,I,,unknown
NCPPB_216,PRJNA663270,,GCA_015910735.1,,,,22,5430530,634172,yes,,,,,,,,,,,,,,,,,,,,,,,,III,,unknown
NCPPB_253,PRJNA663270,,GCA_015910695.1,,,,12,5798890,926983,yes,,,,,,,Africa,Mauritius,,,,,,Eudicot,Fagales,Casuarina,Casuarina equisetifolia,,,Other Rosids,,,,I,,unknown
NCPPB_3219,PRJNA663270,,GCA_015910645.1,,,,18,5462846,429060,yes,,1982,,,,,Asia,Indonesia,,,,,,Eudicot,Myrtales,Syzygium,Syzygium aromaticum,,,Other Rosids,,,,IV,,unknown
NCPPB_325,PRJNA663270,,GCA_015910705.1,,,,19,5652708,1360841,yes,,1982,,,,,North America,USA,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,IIA,,unknown
NCPPB_3445,PRJNA663270,,GCA_015910655.1,,,,16,4383940,702479,yes,,,,,,,,,,,,,,Eudicot,Myrtales,Syzygium,Syzygium aromaticum,,,Other Rosids,,,,IV,,unknown
NCPPB_3727,PRJNA663270,,GCA_015910595.1,,,,4,5191832,3114875,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Musa,Musa spp.,,,Musa,,,,IV,,unknown
NCPPB_3985,PRJNA663270,,GCA_015910635.1,,,,12,5610548,908313,yes,,1997,,,,,South America,Peru,,,,,,Eudicot,Solanales,Solanum,Solanum melongena,,,Other Solanaceae,,,,IIB,,unknown
NCPPB_4029,PRJNA663270,,GCA_015910515.1,,,,20,6016317,1388835,yes,,1997,,,,,Asia,Sri Lanka,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,I,,unknown
NCPPB_790,PRJNA663270,,GCA_015912205.1,,,,475,5873660,193495,yes,,1985,,,,,North America,Costa Rica,,,,,,Eudicot,Solanales,Physalis,Physalis angulata,,,Other Solanaceae,,,,I,,unknown
NCPPB282_UW491,PRJNA775652,,GCA_023076005.1,,,,62,5595821,246972,yes,,1950,,,,,South America,Colombia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,discrepancy in literature (various isolation dates),IIB,IIB and IV,two versions,discrepancy
NCPPB332_UW654,PRJNA775652,,GCA_023075415.1,,,,181,5478302,75972,yes,,1954,,,,,Africa,Zimbabwe,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,III,III,,match
NCPPB3987_UW656,PRJNA775652,,GCA_023075395.1,,,,4,5613070,3360777,yes,,,,,,,South America,Brazil,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
O1059_UW442,PRJNA775652,,GCA_023076515.1,,,,142,5195593,87107,yes,,,,,,,Oceania,Australia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
O12BS_UW407,PRJNA775652,,GCA_023076615.1,,,,135,5697540,131763,yes,,1965,,,,,Oceania,Australia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,I,I,,match
O15A_UW408,PRJNA775652,,GCA_023076575.1,,,,156,5246997,101423,yes,,1965,,,,,Oceania,Australia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
O223A_UW420,PRJNA775652,,GCA_023076545.1,,,,135,5054040,99349,yes,,,,,,,Oceania,Australia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
O249_UW425,PRJNA775652,,GCA_023076565.1,,,,164,5207581,96890,yes,,,,,,,Oceania,Australia,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,IIB,IIB,,match
OE1-1,PRJDB4012,,GCA_001879565.1,,,,2,5762975,3826396,yes,,,,,,,Asia,Japan,,,,,,Eudicot,Solanales,Solanum,Solanum melongena,,,Other Solanaceae,,,I,I,,match
P380,PRJNA795281,,GCA_021462455.1,,,,162,5827948,153662,yes,,2020,,,,,Asia,China,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,I,I,,match
P545,PRJNA826884,,GCA_023700725.1,,,,101,5457720,97963,yes,,1997,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
P557,PRJNA826884,,GCA_023646585.1,,,,115,5523219,102154,yes,,1997,,,,,North America,USA,,,,,,Monocot,Alismatales,Anthurium,Anthurium spp.,,,Araceae,,,II,IIB,,match
P565,PRJNA826884,,GCA_023646575.1,,,,104,5521433,109802,yes,,1998,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
P575,PRJNA826884,,GCA_023646555.1,,,,111,5549567,105821,yes,,1999,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
P673,PRJNA826884,,GCA_023646435.1,,,,69,5549250,202595,yes,,2003,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
P780,PRJNA826884,,GCA_023646535.1,,,,97,5512323,117479,yes,,2012,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
P816,PRJNA359352,,GCA_003337165.1,,,,142,4487942,100560,yes,,2016,,,,,North America,USA,,,,,,Eudicot,Ericales,Vaccinium,Vaccinium corymbosum,,,Other Asterids,,,IIA,IIA,,match
P822,PRJNA432008,,GCA_003576005.1,,,,181,5374154,94590,yes,,2017,,,,,North America,USA,,,,,,Eudicot,Ericales,Vaccinium,Vaccinium sect. Cyanococcus,,,Other Asterids,,,II,IIA,,match
P824,PRJNA422804,,GCA_003576625.1,,,,2,6009303,398706,yes,,2017,,,,,North America,USA,,,,,,Eudicot,Ericales,Vaccinium,Vaccinium sect. Cyanococcus,,,Other Asterids,,,I,I,,match
P840,PRJNA826884,,GCA_023646495.1,,,,102,5518940,109946,yes,,2017,,,,,North America,USA,,,,,,Monocot,Alismatales,Epipremnum,Epipremnum spp.,,,Araceae,,,II,IIB,,match
PD_1254,PRJNA663270,,GCA_015912135.1,,,,161,5256689,93297,yes,,1988,,,,,Asia,India,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_134,PRJNA663270,,GCA_015910925.1,,,,185,5269456,101485,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_141,PRJNA663270,,GCA_015910795.1,,,,186,5261242,93296,yes,,1981,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum lycopersicum,,,Tomato,,,,IIB,,unknown
PD_1414,PRJNA663270,,GCA_015910875.1,,,,369,5781508,185874,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIA,,unknown
PD_1445,PRJNA663270,,GCA_015912065.1,,,,108,5469549,129922,yes,,1959,,,,,North America,Panama,,,,,,Monocot,Zingiberales,Musa,Musa spp.,,,Musa,,,,IIB,,unknown
PD_1446,PRJNA663270,,GCA_015910885.1,,,,115,5481350,152655,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Heliconia,Heliconia spp.,,,Other Zingiberales,,,,IIB,,unknown
PD_1447,PRJNA663270,,GCA_015910855.1,,,,137,5683519,97464,yes,,,,,,,,,,,,,,Monocot,Zingiberales,Musa,Musa spp.,,,Musa,,,,IIB,,unknown
PD_2762,PRJNA663270,,GCA_015910825.1,,,,267,5267502,101484,yes,,,,,,,,,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_2763,PRJNA663270,,GCA_015912235.1,,,,36,5263875,590406,yes,,1995,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_2940,PRJNA663270,,GCA_015912035.1,,,,149,5260747,110619,yes,,1996,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_2941,PRJNA663270,,GCA_015912005.1,,,,150,5259978,101484,yes,,1996,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_2942,PRJNA663270,,GCA_015911985.1,,,,146,5259998,101485,yes,,1996,,,,,Europe,Netherlands,,,,,,Eudicot,Solanales,Solanum,Solanum tuberosum,,,Potato,,,,IIB,,unknown
PD_3222,PRJNA663270,,GCA_015911585.1,,,,248,5636663,93458,yes,,1998,,,,,South America,Ecuador,,,,,,Monocot,Alismatales,Anthurium,Anthurium andraeanum,,,Araceae,,,,IIB,,unknown
